Test_code,Description,Description_orig,Read_code,Sample_type,Units,dtUpdated,recordCount_ML,recordCount_preML,dtRecordCount,dtCreated,dtLastTest_ML,commonCode,commonCodeStatus,hb_extract,maxResult,minResult,frequency
CA199,CA  19-9,CA  19-9,NULL,NULL,NULL,2012-03-02,NULL,18,2012-03-02,NULL,NULL,CA199,1,T,111020,8,18
CORT,Serum cortisol,CORTISOL,4482.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,16110,0,43976
CAEX,CALCIUM EXCRETION (URINE),NULL,,U,mmol/LGF,2012-03-02,544,NULL,2013-03-19,NULL,2012-12-13,CALCIUM,1,T,0.312,0,667
CORTISOL,Cortisol,Cortisol,4482.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4047,1,806
CAEX,24 hour urine calcium output,CALCIUM EXCRETION (URINE),46MC.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0.312,0,667
CORTISOL (TIMED URINE),Cortisol (timed urine),Cortisol (timed urine),46TJ.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1200,16,87
COC,Cocaine,Cocaine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,57739
CORTISOL (URINE),Cortisol (urine),Cortisol (urine),46JF.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,847,1.8,91
CAF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,20,4,4
CALCULUS,Calculus,Calculus,4G9..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,59
CORU,NULL,NULL,NULL,NULL,NULL,2012-03-02,65,NULL,2013-03-19,NULL,2012-11-13,NULL,NULL,T,4414,2.3,145
CALPROTECTIN,CALPROTECTIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1424,20,25
CORU,Urine cortisol level,URINE CORTISOL (SPOT),46JF.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4414,2.3,145
CARBAMAZEPINE EPOXIDE,Carbamazepine Epoxide,Carbamazepine Epoxide,44uR.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,13,4.7,9
COSM ,CSF OSMOLALITY                          ,CSF OSMOLALITY                          ,4Q41.,C,mmol/kg,2012-03-02,3,NULL,2013-03-19,NULL,2012-02-28,OSMOLALITY,1,T,310,292,3
CBE,Carbamazepine Epoxide,Carbamazepine Epoxide,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,40.3,9.7,13
CP   ,CSF POTASSIUM                           ,CSF POTASSIUM                           ,48J..,C,mmol/L,2012-03-02,9,NULL,2013-03-19,NULL,2012-02-28,NULL,4,T,5,2.5,15
CCEN,CEA (Roche),NULL,44a0.,B,ug/L,2012-03-02,12261,NULL,2013-03-19,NULL,2012-02-28,CEA,1,T,26925,0.1,12252
CPEP ,C-PEPTIDE                               ,C-PEPTIDE                               ,449E.,B,nmol/L,2012-03-02,620,132,2013-03-19,NULL,2012-12-13,C-PEPTIDE,1,T,10.44,0,930
CGA,Total Chromogranin A,NULL,,B,U/L,2012-03-02,60,NULL,2012-03-07,NULL,2008-02-07,NULL,NULL,T,3700,6,60
CPEP,Plasma insulin C-peptide level,C-PEPTIDE,449E.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C-PEPTIDE,NULL,F,10.44,0,930
CGLU ,CSF GLUCOSE                             ,CSF GLUCOSE                             ,488..,C,mmol/L,2012-03-02,8235,6,2013-03-19,NULL,2012-12-20,GLUCOSE,1,T,31.1,0,9259
CGLU,CSF: glucose level,CSF GLUCOSE,488..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,31.1,0,9259
CHG  ,CHROMOGRANIN A                          ,CHROMOGRANIN A                          ,44a5.,B,U/L,2012-03-02,347,4,2012-03-07,NULL,2006-08-29,NULL,NULL,T,3500,3,351
CHOLFN,CHOLINES.FN,CHOLINES.FN,NULL,NULL,NULL,2012-03-02,NULL,1,2012-03-02,NULL,NULL,NULL,NULL,T,64,64,1
CHRA,Chromogranin,Chromogranin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1000,2.7,115
CHRB,Chromogranin B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,342,40,89
CK,CREATINE KINASE                         ,CREATINE KINASE                         ,44HG.,B,U/L,2012-03-02,524461,91244,2013-03-19,NULL,2013-02-11,CREATININE KINASE,1,T,382100,0,736815
CK,Creatine kinase,Creatine kinase,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,382100,0,736815
CKMBN,CKMB,CKMB,NULL,NULL,NULL,2012-03-02,NULL,640,2012-03-02,NULL,NULL,CKMB,1,T,776,2,640
CPRO ,CSF PROTEINS                            ,CSF PROTEINS                            ,487..,C,mg/L,2012-03-02,9619,7,2013-03-19,NULL,2012-12-20,PROTEIN,1,T,28190,49,10647
CO22      ,CO2 REPEAT,CO2 REPEAT,NULL,NULL,NULL,2012-03-02,NULL,6872,2012-03-02,NULL,NULL,NULL,NULL,T,48,0,6872
CPRO,CSF: protein level,CSF PROTEINS,487..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,28190,49,10647
COB,NULL,NULL,NULL,NULL,NULL,2012-03-02,419,NULL,2013-03-19,NULL,2012-12-06,NULL,NULL,T,2562,0,1003
CPYR ,CSF PYRUVATE                            ,CSF PYRUVATE                            ,4Q60.,C,,2012-03-02,8,NULL,2012-03-07,NULL,2005-03-15,NULL,NULL,T,NULL,NULL,10
COB,COBALT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,2562,0,1003
COCR,NULL,NULL,NULL,NULL,NULL,2012-03-02,48,NULL,2013-03-19,NULL,2012-11-13,NULL,NULL,T,2854.8,2.4,128
COCR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,2854.8,2.4,128
COM2 ,                                        ,                                        ,4I44.,SW,,2012-03-02,506,3,2013-03-19,NULL,2012-11-21,NULL,NULL,T,0,0,530
COM2,Sweat chloride,COMMENT,4I44.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,0,530
CRE,CREATININE                              ,CREATININE                              ,44J3.,B,umol/L,2012-03-02,5478530,1005793,2013-03-19,NULL,2012-12-21,CREATININE,1,T,28535,0,7201082
CRE,Serum creatinine,CREATININE,44J3.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CREATININE,NULL,F,28535,0,7201082
CPK       ,(NINEWELLS DIABETES CLINIC ONLY),(Ninewells Diabetes Clinic Only),NULL,NULL,NULL,2012-03-02,NULL,10,2012-03-02,NULL,NULL,NULL,NULL,T,138,17,10
CRE-S,SERUM MMOL/L (CODE 105),SERUM mmol/L (CODE 105),NULL,S,NULL,2012-03-02,NULL,50644,2012-03-02,NULL,NULL,NULL,NULL,T,1046,0,50644
CR   ,CHROMIUM                                ,CHROMIUM                                ,44Lb.,B,nmol/L,2012-03-02,655,2,2013-03-19,NULL,2013-02-11,NULL,NULL,T,15090,5,2279113
CSFC,CSF COMMENT,CSF COMMENT,NULL,SW,NULL,2012-03-02,NULL,20,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,20
CR,Creatinine,Creatinine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CREATININE,NULL,F,15090,5,2279113
CREATININE,Creatinine,Creatinine,44J3.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CREATININE,NULL,F,2369,4,705398
CRP,C-REACTIVE PROTEIN                      ,C-REACTIVE PROTEIN                      ,44CC.,B,mg/L,2012-03-02,2220984,17962,2013-03-19,NULL,2013-02-11,PROTEIN,1,T,4800,0,2801017
CRP,C-reactive protein,C-reactive protein,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4800,0,2801017
CRU  ,URINE CREATININE (DOAS)                 ,URINE CREATININE (DOAS)                 ,46M7.,U,mmol/L,2012-03-02,106772,118,2013-03-19,NULL,2010-04-30,CREATININE,1,T,9999,0,105650
CRYOPROTEINS,Cryoproteins,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,4
CSF IGG,CSF IgG,CSF IgG,43JD.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,2760,12,138
CRCL,CREATININE CLEARANCE                    ,CREATININE CLEARANCE                    ,4517,U,mL/min,2012-03-02,11260,2402,2013-03-19,NULL,2012-12-21,CREATININE CLEARANCE,1,T,2572,0,13778
CRYOG,CRYOGLOBULINS,CRYOGLOBULINS,NULL,NULL,NULL,2012-03-02,NULL,94,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,94
CSF PROTEIN,CSF Protein,CSF Protein,487..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,18997,90,689
CRCL,Creatinine clearance test,CREATININE CLEARANCE,4517.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CREATININE CLEARANCE,NULL,F,2572,0,13778
CREA-U,URINE MMOL/L (CODE 207),URINE mmol/L (CODE 207),NULL,U,NULL,2012-03-02,NULL,222,2012-03-02,NULL,NULL,URINE VOLUME,NULL,T,17.64,0,222
CREATR,CREATININE RATIO,CREATININE RATIO,NULL,NULL,NULL,2013-05-14,NULL,206,2012-03-02,NULL,NULL,CREATININE,4,T,11.89,0.65,206
CRYO,NULL,NULL,NULL,NULL,NULL,NULL,482,5,2013-03-19,2012-03-03,2012-12-10,NULL,NULL,T,0,0,535
CRYO,Cryoglobulin screening test,CRYOGLOBULIN,43cC.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,0,535
CREA      ,CREATININE,CREATININE,NULL,NULL,NULL,2012-03-02,NULL,124745,2012-03-02,NULL,NULL,CREATININE,1,T,1712,0,124745
CREAT,CREATININE,CREAT (Angus diabetics only),NULL,NULL,NULL,2012-03-02,NULL,325119,2012-03-02,NULL,NULL,CREATININE,1,T,2933,5,325119
CREAT_CLEAR,CREATININE CLEARANCE,(Ninewells Diabetes Clinic Only),NULL,NULL,NULL,2012-03-02,NULL,6,2012-03-02,NULL,NULL,CREATININE CLEARANCE,1,T,110,26,6
CRKI,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,32693,2012-03-02,NULL,NULL,NULL,NULL,T,29380,5,32693
CRYOGLOBULIN,Cryoglobulin,Cryoglobulin,43cC.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,3
CRYP,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2013-03-19,2013-03-19,2013-02-05,NULL,NULL,T,NULL,NULL,244
CRYP,Cryoproteins,Cryoproteins,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,244
CSFG      ,CSF GLUCOSE,CSF GLUCOSE,NULL,SW,NULL,2012-03-02,NULL,19,2012-03-02,NULL,NULL,GLUCOSE,1,T,5,0,19
CSFI,CSF INDEX                               ,CSF INDEX                               ,44l4.,SW,,2012-03-02,NULL,20,2012-03-02,NULL,NULL,NULL,NULL,T,0.8,0,20
CSFP      ,CSF PROTEIN,CSF PROTEIN,NULL,SW,NULL,2012-03-02,NULL,50,2012-03-02,NULL,NULL,PROTEIN,1,T,694,0,50
CSFR,NULL,NULL,NULL,NULL,NULL,2012-03-02,632,NULL,2013-03-19,NULL,2012-12-19,NULL,NULL,T,1.88,0,805
CSFR,CSF/PLASMA GLUCOSE RATIO,CSF/PLASMA GLUCOSE RATIO,TEMP1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1.88,0,805
CSFTX,CSF NOTES,CSF NOTES,NULL,SW,NULL,2012-03-02,NULL,903,2012-03-02,NULL,NULL,NULL,NULL,T,23027,0,903
CTN,Calcitonin,Calcitonin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,16,12,21
CTX,CTx,NULL,,B,ng/mL,2012-03-02,117,NULL,2013-03-19,NULL,2012-11-07,NULL,NULL,T,0.97,0.04,119
CSF BILIRUBIN,CSF Bilirubin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,33
CU,COPPER                                  ,COPPER                                  ,44LF.,B,umol/L,2012-03-02,1826,190,2013-03-19,NULL,2012-12-17,COPPER,1,T,53.9,0,5165
CU,Copper,Copper,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,53.9,0,5165
CUOX,CU OXIDASE,CU OXIDASE,NULL,NULL,NULL,2012-03-02,NULL,20,2012-03-02,NULL,NULL,COPPER,1,T,0.74,0.17,20
CURE ,CSF UREA                                ,CSF UREA                                ,,C,mmol/L,2012-03-02,14,NULL,2013-03-19,NULL,2012-08-20,UREA,1,T,314.1,2.2,22
CRE2      ,CREATININE REPEAT,CREATININE REPEAT,NULL,NULL,NULL,2012-03-02,NULL,6912,2012-03-02,NULL,NULL,CREATININE,1,T,1636,0,6912
CREATIN   ,CREATININE,(Ninewells Diabetes Clinic Only),NULL,NULL,NULL,2012-03-02,NULL,26282,2012-03-02,NULL,NULL,CREATININE,1,T,994,0,26282
CTX,CTx,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0.97,0.04,119
CYCLOSPORIN,Cyclosporin,Cyclosporin,44uM.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,591,9,719
CYCZ,Cyclizine,Cyclizine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,488
CYSC,CYSTATIN-C,NULL,,B,mg/L,2012-03-02,748,NULL,2012-03-07,NULL,2010-06-14,NULL,NULL,T,3.38,0.5,747
DDIM      ,D - DIMER (HAEMATOLOGY),D - DIMER (HAEMATOLOGY),NULL,NULL,NULL,2012-03-02,NULL,3,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,3
CYCLO,CYCLOSPORIN,CYCLOSPORIN,NULL,NULL,NULL,2012-03-02,NULL,5919,2012-03-02,NULL,NULL,CYCLOSPORIN,1,T,2730,0,5919
CYCLIZINE,Cyclizine,Cyclizine,46QT.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,250
DAMI,Desethylamiodarone,Desethylamiodarone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1.4,0.7,5
D1MISC,DIV 1MISC,DIV 1MISC,NULL,NULL,NULL,2012-03-02,NULL,758,2012-03-02,NULL,NULL,NULL,NULL,T,29093,0,758
CREATININE (URINE),Creatinine (Urine),Creatinine (Urine),46M7.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C-PEPTIDE,NULL,F,2380,0,51159
DAFP ,AFP                                     ,AFP                                     ,44B7.,B,kU/L,2012-03-02,1581,3,2012-03-07,NULL,1999-07-09,AFP,1,T,130,4,1582
DCLO,Desmethylclobazam,Desmethylclobazam,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,2000,2000,2
DESETHYLAMIODARONE,Desethylamiodarone,Desethylamiodarone,44Wm.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1.8,1.3,2
DI,Digoxin,Digoxin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5.94,0.2,814
CYCL ,CYCLOSPORIN                             ,CYCLOSPORIN                             ,44WJ.,B,nmol/L,2012-03-02,9181,5542,2013-03-19,NULL,2012-01-17,CYCLOSPORIN,1,T,2483,10,14685
D2D3,NULL,NULL,NULL,NULL,nmol/L,NULL,196,NULL,2013-03-19,2013-03-19,2012-12-03,NULL,NULL,T,163,8,797
CSF ALBUMIN,CSF Albumin,CSF Albumin,4874.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5760,83,141
CSF GLUCOSE,CSF Glucose,CSF Glucose,488..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,13.9,0.6,662
D2D3,Serum vitamin D,25-OH VITAMIN D,44LA.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,163,8,797
CSFIG,CSF IGG,CSF IGG,NULL,SW,NULL,2012-03-02,NULL,20,2012-03-02,NULL,NULL,NULL,NULL,T,117.7,0,20
D2D3,Serum vitamin D2 level,VITAMIN D2,44Lg.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,163,8,797
CT,NULL,NULL,NULL,NULL,nmol/L,NULL,1,NULL,2013-03-19,2013-03-19,2013-02-05,NULL,NULL,T,87684,1,4198
DCRE,CREATININE (REFLOTRON),NULL,44J3.,B,umol/L,2012-03-02,33654,NULL,2013-03-19,NULL,2012-02-27,CREATININE,1,T,884,13,33612
CT,Cortisol,Cortisol,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,87684,1,4198
DCHC ,HBA1C (BY DCA METHOD)                   ,HbA1c (by DCA method)                   ,44TB.,B,%,2012-03-02,46377,23,2013-03-19,NULL,2011-11-23,HBA1C,1,T,84,0.9,46124
CTCR,Urinary Cortisol/Creatinine,Urinary Cortisol/Creatinine,46LL.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,2130,2,434
DCT       ,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,3,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,3
CXG2      ,CX GLUCOSE REPEAT,CX GLUCOSE REPEAT,NULL,NULL,NULL,2012-03-02,NULL,6035,2012-03-02,NULL,NULL,GLUCOSE,1,T,89.1,0,6035
CYST ,CYSTINE                                 ,CYSTINE                                 ,46TS.,U,umol/L,2012-03-02,12,NULL,2013-03-19,NULL,2012-08-02,NULL,NULL,T,NULL,NULL,13
DESAMETHASONE SUPP TEST,Desamethasone Supp Test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,4
CYST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,13
D4MISC,DIV 4 MISC,DIV 4 MISC,NULL,NULL,NULL,2012-03-02,NULL,12,2012-03-02,NULL,NULL,NULL,NULL,T,970,20,12
DESE ,DESETHYLAMIODARONE                      ,DESETHYLAMIODARONE                      ,44Wm.,B,mg/L,2012-03-02,8,1,2013-03-19,NULL,2012-05-09,NULL,NULL,T,0.8,0.5,13
DESIP,DESIPRAMINE,DESIPRAMINE,NULL,NULL,NULL,2012-03-02,NULL,2,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,2
DHVD,125 dihydroxycholecalciferol,125 dihydroxycholecalciferol,44LL.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,229,8,32
DIGOXIN,Digoxin,Digoxin,44W9.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,11.18,0.2,3428
DHAS ,DHA SULPHATE                            ,DHA SULPHATE                            ,46JD.,B,umol/L,2012-03-02,579,68,2013-03-19,NULL,2012-11-08,DHA SULPHATE,1,T,40.7,0,1147
DLDL,GENZ DIRECT LDL-CHOL,GENZ DIRECT LDL-CHOL,NULL,NULL,NULL,2012-03-02,NULL,45,2012-03-02,NULL,NULL,LDL,1,T,6.84,2.79,45
DHAS,Dehydroepiandrosterone sulph.,Dehydroepiandrosterone sulph.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,40.7,0,1147
DHCG ,HCG                                     ,hCG                                     ,44ZD.,B,kU/L,2012-03-02,1641,3,2012-03-07,NULL,2002-10-28,HCG,1,T,93444.8,0,1642
DNA STUDIES,DNA Studies,DNA Studies,4L3..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,6
DOACOM,COMMENT,COMMENT,NULL,NULL,NULL,2012-03-02,NULL,140,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,140
DOC  ,11-DEOXYCORTISOL                        ,11-DEOXYCORTISOL                        ,448k.,B,,2012-03-02,3,NULL,2012-03-07,NULL,2008-01-17,NULL,NULL,T,11.2,2.9,4
DOWN'S SYNDROME SCREENING,Down's syndrome screening,Down's syndrome screening,44qH.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,2
DPD,Deoxypyridinoline,Deoxypyridinoline,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,55,23,3
DNA,DNA Studies,DNA Studies,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,716
DRUG COMMENT,Drug comment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,2
DIG  ,DIGOXIN                                 ,DIGOXIN                                 ,44W9.,B,nmol/L,2012-03-02,35367,24229,2013-03-19,NULL,2012-12-21,DIGOXIN,1,T,99,0,67998
DSHCG,DOWNS HCG,DOWNS HCG,NULL,NULL,NULL,2012-03-02,NULL,13093,2012-03-02,NULL,NULL,HCG,1,T,15750,0,13093
DIG,Serum digoxin level,DIGOXIN,44W9.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,99,0,67998
DCO,Drug comment,Drug comment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,35
DSO4,DHA SULPHATE,DHA SULPHATE,NULL,NULL,NULL,2012-03-02,NULL,37,2012-03-02,NULL,NULL,DHA SULPHATE,1,T,24.6,0,37
DST,Desamethasone Supp Test,Desamethasone Supp Test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,45
DT   ,                                        ,                                        ,,B,,2012-03-02,14605,1,2012-03-07,NULL,2010-04-29,DT,1,T,0,0,14821
DIG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,99,0,67998
DN,Dibucaine Number,Dibucaine Number,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,90,12,42
DT,No date on form,No date on form,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,0,14821
EA1G,ALPHA1 GLOBULIN,ALPHA1 GLOBULIN,NULL,NULL,NULL,2012-03-02,NULL,4625,2012-03-02,NULL,NULL,NULL,NULL,T,12,0,4625
EA2G,A2 GLOB,A2 GLOB,NULL,NULL,NULL,2012-03-02,NULL,4623,2012-03-02,NULL,NULL,NULL,NULL,T,50,0,4623
EALB,ELECTROPHORETIC ALB,ELECTROPHORETIC ALB,NULL,NULL,NULL,2012-03-02,NULL,4628,2012-03-02,NULL,NULL,ALBUMIN,NULL,T,64,0,4628
EBAND,ELECTROPHORETIC BAND,ELECTROPHORETIC BAND,NULL,NULL,NULL,2012-03-02,NULL,2922,2012-03-02,NULL,NULL,NULL,NULL,T,111,0,2922
EBG,BETA GLOBULIN,BETA GLOBULIN,NULL,NULL,NULL,2012-03-02,NULL,4623,2012-03-02,NULL,NULL,NULL,NULL,T,17,0,4623
ECOM,CKD Stage,NULL,451E.,B,,2012-03-02,2850039,NULL,2013-03-19,NULL,2012-12-21,ECOM,1,T,5,3,3556808
ECOM,GFR calculated abbreviatd MDRD,CKD Stage,451E.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5,3,3556808
ECOM,GFR calctd abbtd MDRD Af Am or,CKD Stage,451G.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5,3,3556808
ECR,NULL,NULL,NULL,NULL,NULL,2012-03-02,940,NULL,2013-03-19,NULL,2012-12-12,NULL,NULL,T,20.8,0.3,1226
ECR,VIT E/CHOLESTEROL RATIO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,20.8,0.3,1226
ECRC,NULL,NULL,NULL,NULL,mL/min,NULL,7,NULL,2013-03-19,2013-03-19,2012-11-21,NULL,NULL,T,286,60,29
ECRE,NULL,NULL,NULL,NULL,NULL,2012-03-02,2345,NULL,2012-03-07,NULL,2008-06-13,NULL,NULL,T,401,30,2348
ECRC,Creatinine clearance test,ESTIMATED CRCL,4517.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CREATININE CLEARANCE,NULL,F,286,60,29
CREA-U2,URINE MMOL/D (CODE 208) = [207]*([220]/1000),URINE mmol/d (CODE 208) = [207]*([220]/1000),NULL,U,NULL,2012-03-02,NULL,202,2012-03-02,NULL,NULL,URINE VOLUME,NULL,T,23.1,0,202
CSFIGG,CSFIGG,CSFIGG,NULL,SW,NULL,2012-03-02,NULL,1094,2012-03-02,NULL,NULL,IMMUNOGLOBULIN,1,T,870,0,1094
CTON ,CALCITONIN                              ,CALCITONIN                              ,44A2.,B,ng/L,2012-03-02,303,52,2013-03-19,NULL,2012-10-25,CALCITONIN,1,T,60400,0,408
CTON,Serum calcitonin,CALCITONIN,44A2.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,60400,0,408
CTP,CSF Protein,CSF Protein,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,17142,14,3027
CYSTIC FIBROSIS SCREENING,Cystic Fibrosis Screening,Cystic Fibrosis Screening,44q7.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,15
DEHYDROEPIANDROSTERONE SULPH.,Dehydroepiandrosterone sulph.,Dehydroepiandrosterone sulph.,447E.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,18.6,0.4,151
DESM,Plant Sterol Desmosterol,NULL,,B,umol/L,2012-03-02,21,NULL,2013-03-19,NULL,2012-09-18,NULL,NULL,T,7.13,0.4,27
DFT,DYNAMIC FUNCTION TEST,DYNAMIC FUNCTION TEST,NULL,NULL,NULL,2012-03-02,76,84,2013-03-19,NULL,2012-12-11,NULL,NULL,T,17,0,461
DFT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,17,0,461
DOP  ,DOPAMINE                                ,DOPAMINE                                ,46L3.,B,nmol/L,2012-03-02,1,1839,2012-03-07,NULL,2002-01-15,DOPAMINE,1,T,17236,0,1841
CREATINE KINASE,Creatine kinase,Creatine kinase,44HG.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,100000,0,41563
CRS       ,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,1,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,1
CSFA,CSF ALBUMIN,CSF ALBUMIN,NULL,SW,NULL,2012-03-02,NULL,20,2012-03-02,NULL,NULL,NULL,4,T,666,0,20
